Molecule_1:CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1; Pred:0.0; Label:0
Molecule_818:O=C(OCCBr)C(=O)OCCBr; Pred:1.0; Label:1
Molecule_819:CC(=O)N[C@@H](C(=O)N(CC(=O)O)N=O)C(C)C; Pred:1.0; Label:1
Molecule_820:OCC(Cl)CCl; Pred:1.0; Label:1
Molecule_821:C1=Cc2cc3c4ccccc4ccc3c3cccc1c23; Pred:1.0; Label:1
Molecule_822:O=C1CCc2c1cc(C(F)(F)F)c1c2ccc2ccccc21; Pred:1.0; Label:1
Molecule_823:COc1cccc2c1CC([N+](=O)[O-])c1ccc3c(c1-2)OCO3; Pred:1.0; Label:1
Molecule_824:O=[N+]([O-])c1ccc2c(ccc3c4ccccc4ccc23)c1; Pred:1.0; Label:1
Molecule_825:O=[N+]([O-])c1cc2c3c(c1)CCc1cc([N+](=O)[O-])cc(c1-3)CC2; Pred:1.0; Label:1
Molecule_826:CC(=O)Nc1ccc(/C=N/n2[nH]nc3c4ccccc4nc-3c2=O)cc1; Pred:1.0; Label:1
Molecule_827:c1cc2ccc3cccc4ncc(c1)c2c34; Pred:1.0; Label:1
Molecule_828:O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)[C@H](O)[C@@H](O)C=C4; Pred:1.0; Label:1
Molecule_829:O=[N+]([O-])c1cc2ccc3ccc4cccc5cc1c2c3c45; Pred:1.0; Label:1
Molecule_830:O=[N+]([O-])c1cc2cccc3c4ccccc4c4cccc1c4c23; Pred:1.0; Label:1
Molecule_831:c1ccc2c(c1)-c1c(ccc3ccccc13)C1OC21; Pred:1.0; Label:1
Molecule_832:CCCCCOc1ccc(N=O)cc1; Pred:1.0; Label:1
Molecule_833:Cc1cc(C)c2c(ccc3ccccc32)c1; Pred:1.0; Label:1
Molecule_834:Cc1ccc2c3c(cc4ccccc42)-c2ccccc2-c13; Pred:1.0; Label:1
Molecule_835:Nn1c2ccccc2c2cnccc21; Pred:1.0; Label:1
Molecule_836:Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1; Pred:1.0; Label:1
Molecule_837:O=[N+]([O-])c1ccc2[nH]c3c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc3c2c1; Pred:1.0; Label:1
Molecule_838:CN(CCC#N)c1ccc(/N=N/c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_839:COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_840:O=C1c2c(O)cccc2Cc2cccc(O)c21; Pred:1.0; Label:1
Molecule_841:CN1CCN=N1; Pred:1.0; Label:1
Molecule_842:CCN(N=O)/C(N)=N\[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_843:CC(=O)Nc1ccc2[nH]c3ccccc3c2c1; Pred:1.0; Label:1
Molecule_844:ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl; Pred:0.0; Label:1
Molecule_845:Nc1cc(N)c(/N=N/c2ccc(S(=O)(=O)[O-])cc2)cc1/N=N/c1ccc(-c2ccc(/N=N/c3ccc(C(=O)[O-])c(O)c3)cc2)cc1; Pred:1.0; Label:1
Molecule_846:O=S(=O)(O)c1ccc(O)c2ncccc12; Pred:1.0; Label:1
Molecule_847:CC(=O)Nc1ccc(Sc2ccccc2)cc1; Pred:1.0; Label:1
Molecule_848:Nc1cc2ccccc2cc1N; Pred:1.0; Label:1
Molecule_849:CCOS(C)(=O)=O; Pred:1.0; Label:1
Molecule_850:O=[N+]([O-])c1cc2cccc3c4c(c5cccc1c5c23)CCCC4; Pred:1.0; Label:1
Molecule_851:O=C1C=Cc2cccc3cccc1c23; Pred:0.0; Label:1
Molecule_852:CC1(c2ccc(Cl)cc2)CO1; Pred:1.0; Label:1
Molecule_853:COc1cc(CNC(=O)C(C)Br)ccc1O; Pred:1.0; Label:1
Molecule_854:COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@H]3O[C@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1; Pred:1.0; Label:1
Molecule_855:COC(=O)[C@H]1O[C@H]1c1ccccc1; Pred:1.0; Label:1
Molecule_856:C/N=C(/CC1CCC(Cl)CC1)NCCCNCCCNC(=O)c1csc(-c2csc(CCNC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c3nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c3C)C(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](OC(N)=O)[C@@H]3O)c3cnc[nH]3)C(C)O)n2)n1; Pred:1.0; Label:1
Molecule_857:CC(C)(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_858:CC1CCC(NC(=O)N(CCCl)N=O)CC1; Pred:1.0; Label:1
Molecule_859:Cc1ccc(/N=N/NCc2ccc([N+](=O)[O-])cc2)cc1; Pred:1.0; Label:1
Molecule_860:Cl[Ti](Cl)Cl; Pred:0.0; Label:1
Molecule_861:C(COCC1CO1)OCC1CO1; Pred:1.0; Label:1
Molecule_862:O=[N+]([O-])c1cccc2nc3ccccc3nc12; Pred:1.0; Label:1
Molecule_863:O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCc1ccccc1-3; Pred:1.0; Label:1
Molecule_864:Cn1cnc(-c2ccccc2)c1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_865:CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(OC3CC(O)C(O[C@@H]4O[C@@H](C)C(=O)C=C4N)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@@H]1C(=O)OC; Pred:1.0; Label:1
Molecule_866:c1ccc(/N=N/c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_867:Cc1c2ccccc2cc2ccc3c(c12)C=CC(=O)C3=O; Pred:0.0; Label:1
Molecule_868:O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34; Pred:1.0; Label:1
Molecule_869:CCN(CCC#N)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1; Pred:1.0; Label:1
Molecule_870:Cc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c32)c1; Pred:1.0; Label:1
Molecule_871:c1ccc2cc3c(ccc4ccncc43)cc2c1; Pred:1.0; Label:1
Molecule_872:CC/C=C/C=C/C=C/C=C/C=C\OC[C@@H](O)CO; Pred:1.0; Label:1
Molecule_873:O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_874:CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1; Pred:1.0; Label:1
Molecule_875:CCc1c2ccccc2cc2c1c1c(c3ccccc32)O1; Pred:1.0; Label:1
Molecule_876:O=C(NCc1ccccc1)C1CO1; Pred:1.0; Label:1
Molecule_877:CCC1(c2ccccc2)C(=O)NC(=O)NC1=O; Pred:0.0; Label:1
Molecule_878:Cc1ccc(N(O)C=O)cc1; Pred:1.0; Label:1
Molecule_879:CCN(CCCl)c1ccc(OCCCCCNc2c3ccccc3nc3ccccc23)cc1; Pred:1.0; Label:1
Molecule_880:Nc1cc2ccc3cccc4ccc(c1)c2c34; Pred:1.0; Label:1
Molecule_881:CCNN; Pred:1.0; Label:1
Molecule_882:CC(=O)Nc1ccc(Oc2ccc(N=O)cc2)cc1; Pred:1.0; Label:1
Molecule_883:COC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccc3c(n2)C(=O)C=CC3=O)n1; Pred:1.0; Label:1
Molecule_884:O[C@H]1C=C[C@@H]2O[C@H]2[C@H]1O; Pred:1.0; Label:1
Molecule_885:Cc1ccc2c(c1Nc1ccccc1)C(=O)c1ccccc1C2=O; Pred:0.0; Label:1
Molecule_886:CN(C)CCNC(=O)c1cccc2c(N)c3ccccc3nc12; Pred:1.0; Label:1
Molecule_887:CC12CCC=C(C=O)C1(C=O)C2; Pred:1.0; Label:1
Molecule_888:O=S(=O)([O-])N(O)S(=O)(=O)[O-]; Pred:1.0; Label:1
Molecule_889:Cc1ccc(N=C=O)cc1N=C=O; Pred:0.0; Label:1
Molecule_890:CC(=O)ON(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2; Pred:1.0; Label:1
Molecule_891:COc1c2c(cc3oc4c(CCC(C)(C)O)ccc(O)c4c(=O)c13)O[C@H]1OC=C[C@@H]21; Pred:1.0; Label:1
Molecule_892:Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1CO; Pred:1.0; Label:1
Molecule_893:CN(Cc1cccc(Br)c1)N=O; Pred:1.0; Label:1
Molecule_894:O=S(Cl)Cl; Pred:1.0; Label:1
Molecule_895:C[Si](C)(C)N=[N+]=[N-]; Pred:1.0; Label:1
Molecule_896:Cc1c2c3c(cccc3c3ccccc13)-c1ccccc1-2; Pred:1.0; Label:1
Molecule_897:CC(=O)Nc1ccc(Oc2ccc(N(O)C(C)=O)cc2)cc1; Pred:1.0; Label:1
Molecule_898:CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2; Pred:1.0; Label:1
Molecule_899:CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21; Pred:1.0; Label:1
Molecule_900:COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1; Pred:1.0; Label:1
Molecule_901:COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1; Pred:1.0; Label:1
Molecule_902:C1=C2c3ccccc3CCC2CCC1; Pred:1.0; Label:1
Molecule_903:Nc1ccc(Oc2ccc(N)cc2)cc1; Pred:1.0; Label:1
Molecule_904:C1CSC[NH2+]1; Pred:1.0; Label:1
Molecule_905:Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-]; Pred:0.0; Label:1
Molecule_906:Cc1c2cccc(C)c2nc2c1ccc1ccccc12; Pred:1.0; Label:1
Molecule_907:O=[N+]([O-])c1ccc(/C=C/c2cccc(Cl)c2)cc1; Pred:1.0; Label:1
Molecule_908:N#CC(Cl)Cl; Pred:1.0; Label:1
Molecule_909:Cc1cccc2c3c(c4cc5ccccc5cc4c12)N3; Pred:1.0; Label:1
Molecule_910:O=[N+]([O-])c1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2; Pred:1.0; Label:1
Molecule_911:Fc1ccccn1; Pred:0.0; Label:1
Molecule_912:Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43; Pred:1.0; Label:1
Molecule_913:CC(C)(Cl)[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_914:Nc1nc(-c2cccc([N+](=O)[O-])c2)nc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O; Pred:1.0; Label:1
Molecule_915:[O-][n+]1ccc2cnncc2c1; Pred:1.0; Label:1
Molecule_916:S=C=NCCc1ccccc1; Pred:0.0; Label:1
Molecule_917:Nc1ncn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c(=O)n1; Pred:1.0; Label:1
Molecule_918:Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_919:CC(C)CCC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC4([C@H]5C[C@@H](Br)CC[C@]5(C)[C@H]3CC[C@@]21C)S(=O)(=O)CCS4(=O)=O; Pred:1.0; Label:1
Molecule_920:C=C(Cl)CCl; Pred:0.0; Label:1
Molecule_921:O=[N+]([O-])c1cc2cc3ccc4cccc5ccc(c2o1)c3c45; Pred:1.0; Label:1
Molecule_922:c1ccc2c(OCC3CO3)cccc2c1; Pred:1.0; Label:1
Molecule_923:COc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(N)ccc4c3O)c(OC)c2)ccc1/N=N/c1cc(S(=O)(=O)[O-])c2ccccc2c1O; Pred:1.0; Label:1
Molecule_924:O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCl; Pred:1.0; Label:1
Molecule_925:CCC(=O)/N=c1\sn(C(=O)CC)c2ccc([N+](=O)[O-])cc12; Pred:1.0; Label:1
Molecule_926:CCOc1cc(/N=N/c2ccc(N(CCO)CCO)cc2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2ccc(N)cc2c1O; Pred:1.0; Label:1
Molecule_927:CNc1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1; Pred:0.0; Label:1
Molecule_928:Cc1ccc2ccc([N+](=O)[O-])cc2c1; Pred:1.0; Label:1
Molecule_929:COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O; Pred:1.0; Label:1
Molecule_930:CN(C)CCNC(=O)c1cccc2ncc(-c3ccccc3)nc12; Pred:1.0; Label:1
Molecule_931:COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1; Pred:0.0; Label:1
Molecule_932:c1ccc2c(OCC3CO3)nsc2c1; Pred:1.0; Label:1
Molecule_933:ClC/C=C/CCl; Pred:1.0; Label:1
Molecule_934:Nc1ccc(/C=C/c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_935:Cc1ccc(N)c(O)c1; Pred:0.0; Label:1
Molecule_936:O=[N+]([O-])c1ccc2ccc3cccc([N+](=O)[O-])c3c2c1; Pred:1.0; Label:1
Molecule_937:Cc1cccc2cc3c(ccc4ccccc43)cc12; Pred:1.0; Label:1
Molecule_938:CC1(C)C[C@H]2[C@H](C=C(CO)[C@]3(C=O)C[C@@]23C)C1; Pred:1.0; Label:1
Molecule_939:COC(=O)C(/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)[C@@]12O[C@H]1C(O)(CCO)NC2=O)=C/CO; Pred:1.0; Label:1
Molecule_940:O=[N+]([O-])c1cc2[nH]c3ccc4ccc(O)cc4c3c2c2ccccc12; Pred:1.0; Label:1
Molecule_941:Nc1cc(Cl)ccc1O; Pred:0.0; Label:1
Molecule_942:CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O; Pred:1.0; Label:1
Molecule_943:C1=Cc2c3ccc4ccccc4c3cc3cccc1c23; Pred:1.0; Label:1
Molecule_944:NP(=O)(O)N(CCCl)CCCl; Pred:1.0; Label:1
Molecule_945:Nc1c2ccccc2nc2ccc(O)cc12; Pred:1.0; Label:1
Molecule_946:[Co]; Pred:0.0; Label:1
Molecule_947:O=[N+]([O-])c1ccc2cn[nH]c2c1; Pred:1.0; Label:1
Molecule_948:CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_949:[N-]=[N+]=NC[C@@H](O)CO; Pred:1.0; Label:1
Molecule_950:COc1cc2c3c(cc4ccccc4c3c1OC)N(C=O)CC2; Pred:1.0; Label:1
Molecule_951:CC(C)(C)NC[C@@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1; Pred:0.0; Label:1
Molecule_952:O=C1CCCCC1=O; Pred:1.0; Label:1
Molecule_953:NNc1nnc(NN)c2ccccc12; Pred:1.0; Label:1
Molecule_954:CC/C=C\C=C/C=C\C=C/C=C\OCCC; Pred:1.0; Label:1
Molecule_955:[N-]=[N+]=NC[C@H](O)CO; Pred:1.0; Label:1
Molecule_956:Cc1ccc2ccc3ccc(C)cc3c2c1; Pred:1.0; Label:1
Molecule_957:CC(=O)Oc1c(OC(C)=O)c2c([N+](=O)[O-])ccc3c4ccccc4c4cccc1c4c23; Pred:1.0; Label:1
Molecule_958:CCOC(=O)N(N=O)C(CCC=O)c1cccnc1; Pred:1.0; Label:1
Molecule_959:Cc1cc2c(nc1N)[nH]c1ccccc12; Pred:1.0; Label:1
Molecule_960:CC(=O)Oc1cc(C=O)cc2c1C(COC(N)=O)C1(OC(C)=O)ON2CC2C1N2C(C)=O; Pred:1.0; Label:1
Molecule_961:O=Cc1ccc2ccc3cccc4ccc1c2c34; Pred:1.0; Label:1
Molecule_962:CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23; Pred:1.0; Label:1
Molecule_963:CN(CCC#N)c1ccc(/N=N/c2ccc3ncsc3c2)cc1; Pred:1.0; Label:1
Molecule_964:CC1=CC2(OC3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)C[C@H](C)C(=O)[C@@H]2[C@](C)(O)C12CC2; Pred:1.0; Label:1
Molecule_965:Br/C=C\Br; Pred:1.0; Label:1
Molecule_966:CC(=O)OCC1=CO[C@H](OC(=O)CC(C)C)[C@H]2C1=C[C@@H](OC(=O)CC(C)C)[C@]21CO1; Pred:0.0; Label:1
Molecule_967:COC(=O)[C@@H](C)CN=[N+]=[N-]; Pred:1.0; Label:1
Molecule_968:O=CN(O)c1ccc([N+](=O)[O-])cc1; Pred:1.0; Label:1
Molecule_969:O=[N+]([O-])c1cc(-c2ccccc2)cc([N+](=O)[O-])c1O; Pred:0.0; Label:1
Molecule_970:O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccc1; Pred:1.0; Label:1
Molecule_971:ClCc1cc2cc3ccccc3c3ccc4cccc1c4c23; Pred:1.0; Label:1
Molecule_972:O[C@H]1C=Cc2c(cc3c4c(cc5ccccc53)-c3ccccc3-c24)[C@@H]1O; Pred:1.0; Label:1
Molecule_973:CN(Cc1ccc([N+](=O)[O-])cc1)N=O; Pred:1.0; Label:1
Molecule_974:O=C(Cl)c1cccc([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_975:CC1(C)C[C@H]2[C@H](C=C(C=O)[C@]34C[C@]23C(=O)OC4O)C1; Pred:1.0; Label:1
Molecule_976:C[C@@H](CCN=[N+]=[N-])c1ccccc1; Pred:1.0; Label:1
Molecule_977:[H]/N=c1/c2ncn(Cc3ccccc3)c2ncn1O; Pred:1.0; Label:1
Molecule_978:CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2; Pred:1.0; Label:1
Molecule_979:C=C(Cl)Cl; Pred:0.0; Label:1
Molecule_980:O=C1C=CC(=O)c2c(O)cccc21; Pred:1.0; Label:1
Molecule_981:CC12OOC1(COC(=O)Nc1ccc(Cl)cc1)Oc1ccccc12; Pred:1.0; Label:1
Molecule_982:CNc1ccc(/N=N/c2ccc(N(C)C(C)=O)cc2)cc1; Pred:1.0; Label:1
Molecule_983:Cc1c(C)c2c3c(ccc2c2ccccc12)[C@@H](O)[C@H](O)[C@@H]1O[C@H]31; Pred:1.0; Label:1
Molecule_984:CSCCl; Pred:1.0; Label:1
Molecule_985:O=C(O)Cc1ccc(O)c(O)c1; Pred:1.0; Label:1
Molecule_986:CC(=O)Nc1cc(O)c2ccc3cccc4ccc1c2c34; Pred:1.0; Label:1
Molecule_987:O=C1c2ccccc2-c2cc3ccccc3cc21; Pred:0.0; Label:1
Molecule_988:O=C(Cl)c1ccccc1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_989:CCc1cccc(CC)c1N=O; Pred:1.0; Label:1
Molecule_990:N#Cc1cccc([N+](=O)[O-])c1; Pred:0.0; Label:1
Molecule_991:O=Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_992:CCCCOS(=O)(=O)c1ccc(C)cc1; Pred:1.0; Label:1
Molecule_993:CCCCN(N)CCCC; Pred:1.0; Label:1
Molecule_994:C[Si](C)(C)CN(N=O)C(N)=O; Pred:1.0; Label:1
Molecule_995:CC(I)C1OCC(CO)O1; Pred:1.0; Label:1
Molecule_996:CCN(N)c1ccccc1; Pred:1.0; Label:1
Molecule_997:COP(N)(=O)SC; Pred:1.0; Label:1
Molecule_998:[H]/N=c1/c2ncn(C)c2ncn1O; Pred:1.0; Label:1
Molecule_999:C1=CC2=C3OC3=C3c4c(ccc5ccccc45)CC(=C1)C23; Pred:1.0; Label:1
Molecule_1000:Cc1cccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)c1; Pred:1.0; Label:1
Molecule_1001:N[C@H](CS/C(Cl)=C/Cl)C(=O)O; Pred:1.0; Label:1
Molecule_1002:O=[N+]([O-])c1ccc2c3c(c4c([N+](=O)[O-])ccc5ccc1c2c54)CCCC3; Pred:1.0; Label:1
Molecule_1003:CNP(=O)(N(C)C)N(C)C; Pred:0.0; Label:1
Molecule_1004:CC(=O)OCc1ccco1; Pred:0.0; Label:1
Molecule_1005:O=C/C=C/c1ccccc1Cl; Pred:0.0; Label:1
Molecule_1006:CC(C)(C)c1cc(-c2ccccc2)ccc1N=O; Pred:1.0; Label:1
Molecule_1007:CCN(CC[N+](C)(C)C)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2Cl)cc1; Pred:1.0; Label:1
Molecule_1008:CC(C)N(N)C(C)C; Pred:0.0; Label:1
Molecule_1009:O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1010:CCOP(=S)(OCC)SCCSCC; Pred:0.0; Label:1
Molecule_1011:O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34; Pred:1.0; Label:1
Molecule_1012:C=C(C)C(=O)OCC(Br)CBr; Pred:1.0; Label:1
Molecule_1013:COc1c(Cl)ccc2oc3cc4c(c(OC)c3c(=O)c12)C1C=COC1O4; Pred:1.0; Label:1
Molecule_1014:C=C(CN(C)C)C(=O)c1ccccc1; Pred:0.0; Label:1
Molecule_1015:Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1016:Nc1ccc(/N=N/c2ccc(N)cc2)cc1; Pred:1.0; Label:1
Molecule_1017:O[C@H]1c2ccc3ccccc3c2[C@@H]2O[C@@H]2[C@@H]1O; Pred:1.0; Label:1
Molecule_1018:Cc1cc2cc3ccccc3cc2c2ccccc12; Pred:1.0; Label:1
Molecule_1019:O=C(Nc1snc2ccccc12)c1ccccc1; Pred:0.0; Label:1
Molecule_1020:O=[N+]([O-])c1ccc2c(c1)C(O)c1ccccc1-2; Pred:1.0; Label:1
Molecule_1021:NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_1022:CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C; Pred:1.0; Label:1
Molecule_1023:CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1; Pred:1.0; Label:1
Molecule_1024:O=C1C=CC(=C(Cl)Cl)O1; Pred:1.0; Label:1
Molecule_1025:CC[C@@]1(O)C[C@@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@@H]1C(=O)OC; Pred:1.0; Label:1
Molecule_1026:O=C(Nc1cccc(Cl)c1)c1csc([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1027:O=[N+]([O-])c1ccc2ccc3ccccc3c2c1; Pred:1.0; Label:1
Molecule_1028:O[C@@H]1[C@@H]2O[C@@H]2c2c(ccc3cc4c(ccc5ccccc54)nc23)[C@H]1O; Pred:1.0; Label:1
Molecule_1029:O=[N+]([O-])c1c2ccccc2c2ccc3cccc4ccc1c2c43; Pred:1.0; Label:1
Molecule_1030:Cc1ccc2nsc(N)c2c1; Pred:1.0; Label:1
Molecule_1031:CC1=C(O)C(=O)CO1; Pred:1.0; Label:1
Molecule_1032:O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34; Pred:1.0; Label:1
Molecule_1033:COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CCOC1O2; Pred:1.0; Label:1
Molecule_1034:O=[N+]([O-])c1ccc2cc(O)c3cccc4ccc1c2c43; Pred:1.0; Label:1
Molecule_1035:O=[N+]([O-])c1ccc2snc(Cl)c2c1; Pred:1.0; Label:1
Molecule_1036:Cc1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12; Pred:1.0; Label:1
Molecule_1037:c1ccc([C@H]2N[C@@H]2c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_1038:CCOC(=O)N(CCC=O)N=O; Pred:1.0; Label:1
Molecule_1039:OC[C@@H]1O[C@H](n2cnc3c(NO)ncnc32)[C@@H](O)[C@H]1O; Pred:1.0; Label:1
Molecule_1040:COC(=O)[C@H](C)CN=[N+]=[N-]; Pred:1.0; Label:1
Molecule_1041:CC(C)COS(=O)(=O)c1ccccc1; Pred:1.0; Label:1
Molecule_1042:Cc1c2ccccc2cc2c1ccc1ccccc12; Pred:1.0; Label:1
Molecule_1043:Cn1cnc2c3cccnc3ccc21; Pred:1.0; Label:1
Molecule_1044:COc1nsc2c(OCC3CO3)cccc12; Pred:1.0; Label:1
Molecule_1045:CN(C)c1ccc(N(C)C)cc1; Pred:1.0; Label:1
Molecule_1046:C=CCn1cc2c3c(cccc31)[C@H]1C=C(CO)CN(C)[C@@H]1C2; Pred:1.0; Label:1
Molecule_1047:O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)s1; Pred:1.0; Label:1
Molecule_1048:CC(C)c1c(N)ccc2c1Cc1ccccc1-2; Pred:1.0; Label:1
Molecule_1049:Nc1ccc(Cl)cc1N; Pred:1.0; Label:1
Molecule_1050:CC(Br)C(=O)Nc1ccccc1; Pred:1.0; Label:1
Molecule_1051:N#Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_1052:COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl; Pred:0.0; Label:1
Molecule_1053:Cc1c([N+](=O)[O-])cc(O)c(N)c1O; Pred:0.0; Label:1
Molecule_1054:COc1c2ccoc2nc2c(OC)cccc12; Pred:1.0; Label:1
Molecule_1055:O=[N+]([O-])c1ccccc1SS/C(Cl)=C(\Cl)C(F)(F)F; Pred:1.0; Label:1
Molecule_1056:CN(C)c1ccc(/N=N/S(=O)(=O)[O-])cc1; Pred:1.0; Label:1
Molecule_1057:COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccc(N=[N+]=[N-])cc12; Pred:1.0; Label:1
Molecule_1058:O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_1059:Oc1ccc2ccc3c4ccc5ccccc5c4c4c(c3c2c1O)O4; Pred:1.0; Label:1
Molecule_1060:CC(=O)OCCN(CCOC(C)=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12; Pred:1.0; Label:1
Molecule_1061:O=[N+]([O-])c1ccc2cccc3c2c1CC3; Pred:0.0; Label:1
Molecule_1062:c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13; Pred:1.0; Label:1
Molecule_1063:Cc1cc([NH3+])sn1; Pred:1.0; Label:1
Molecule_1064:O=C1NC(=O)C(Cl)C1=C(Cl)Cl; Pred:1.0; Label:1
Molecule_1065:CC(=O)Nc1ccc(-c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_1066:O=Nc1ccc2ccc3cccc4ccc1c2c34; Pred:1.0; Label:1
Molecule_1067:Cc1cc2c(cc1N=O)OCO2; Pred:1.0; Label:1
Molecule_1068:COC(=O)C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)C(C)N1N=O; Pred:1.0; Label:1
